Rk,Player,Twitter
1247,Malachi Richardson\richama01,KingMali23
1248,Quentin Richardson\richaqu01,QRich
1249,Mitch Richmond\richmmi01,MitchRichmond23
1250,Grant Riller\rillegr01,grantriller97
1251,Austin Rivers\riverau01,AustinRivers25
1252,Doc Rivers\riverdo01,DocRivers
1253,Andre Roberson\roberan03,FlyDre21
1254,Jeff Roberson\roberje01,j5robe
1255,Ronald Roberts\roberro01,RonaldRoberts5
1256,Alex Robinson\robinal01,arob25_
1257,Clifford Robinson\robincl02,UncleCliffy30
1258,David Robinson\robinda01,DavidtheAdmiral
1259,Devin Robinson\robinde01,drob7nson
1260,Duncan Robinson\robindu01,D_Bo20
1261,Gerald Robinson\robinge01,GRJR22
1262,Glenn Robinson\robingl02,GRIII
1263,Jerome Robinson\robinje01,Rome_Coldbucks1
1264,Justin Robinson\robinju01,5Alive_
1265,Mitchell Robinson\robinmi01,23savage____
1266,Nate Robinson\robinna01,nate_robinson
1267,Thomas Robinson\robinth01,Trobinson0
1268,Isaiah Roby\robyis01,roby_isaiah
1269,Dennis Rodman\rodmade01,dennisrodman
1270,Ángel Rodríguez\rodrian01,angel13pr
1271,Desi Rodriguez\rodride01,desirodriguez6
1272,Sergio Rodríguez\rodrise01,SergioRodriguez
1273,Rajon Rondo\rondora01,RajonRondo
1274,Derrick Rose\rosede01,drose
1275,Jalen Rose\roseja01,jalenrose
1276,Quinton Rose\rosequ01,qrose_3
1277,Terrence Ross\rosste01,TerrenceRoss
1278,Terry Rozier\roziete01,T_Rozzay3
1279,Ricky Rubio\rubiori01,rickyrubio9
1280,Damjan Rudež\rudezda01,Damjan_Rudez
1281,Brandon Rush\rushbr01,BRush_25
1282,Kareem Rush\rushka01,kareemrush
1283,Bill Russell\russebi01,realbillrussell
1284,Bryon Russell\russebr01,BRuss3
1285,D'Angelo Russell\russeda01,Dloading
1286,Domantas Sabonis\sabondo01,Dsabonis11
1287,Robert Sacre\sacrero01,Bobby_Sacre
1288,John Salley\sallejo01,thejohnsalley
1289,Luka Šamanić\samanlu01,SamanicLuka
1290,JaKarr Sampson\sampsja02,KarrSampson14
1291,Jamarr Sanders\sandeja01,2_E_A_Z_Y
1292,Larry Sanders\sandela01,l8show_thegoat
1293,Issuf Sanon\sanonis01,SanonIssuf
1294,Dario Šarić\saricda01,dariosaric
1295,Tomáš Satoranský\satorto01,satoransky
1296,Wesley Saunders\saundwe01,shyxxm
1297,Brian Scalabrine\scalabr01,Scalabrine
1298,Admiral Schofield\schofad01,admiralelite15
1299,Detlef Schrempf\schrede01,Dschrempf
1300,Dennis Schröder\schrode01,DennisMike93
1301,Luis Scola\scolalu01,LScola4
1302,Dennis Scott\scottde01,dennis3dscott
1303,Durand Scott\scottdu01,durand_scott
1304,Mike Scott\scottmi01,mikescott
1305,Shannon Scott\scottsh02,3SScott
1306,Tre Scott\scotttr01,trescott13
1307,Jay Scrubb\scrubja01,jayscrubb
1308,D.J. Seeley\seeledj01,vitaminDseeley
1309,Thabo Sefolosha\sefolth01,ThaboSefolosha
1310,Wayne Selden\seldewa01,WayneSeldenJr
1311,Jeremy Senglin\senglje01,Jsenglin_30
1312,Kevin Séraphin\serapke01,french_savage
1313,Ramon Sessions\sessira01,SessionsRamon
1314,Nate Sestina\sestina01,NateSestina23
1315,Collin Sexton\sextoco01,CollinSexton02
1316,Landry Shamet\shamela01,landryshamet
1317,Angelo Sharpless\sharpan01,Lo_Tatted
1318,Marial Shayok\shayoma01,MarialShayok
1319,Tornike Shengelia\shengto01,TokoShengelia23
1320,Simisola Shittu\shittsi01,LanX_Sims
1321,Iman Shumpert\shumpim01,imanshumpert
1322,Pascal Siakam\siakapa01,pskills43
1323,Jordan Sibert\siberjo01,Smooth_Jordan
1324,Luke Sikma\sikmalu01,LCSikma43
1325,Xavier Silas\silasxa01,XavierSilas
1326,Garret Siler\silerga01,Big_G_21
1327,Chris Silva\silvach01,SilvaObame
1328,Ben Simmons\simmobe01,BenSimmons25
1329,Bobby Simmons\simmobo01,bobbysimmons21
1330,Jonathon Simmons\simmojo02,ThaRealJsimms
1331,Kobi Simmons\simmoko01,JordanKobi
1332,Justin Simon\simonju01,simon_Says_so
1333,Marko Simonovic\simonma01,simke12
1334,Anfernee Simons\simonan01,AnferneeSimons
1335,Zavier Simpson\simpsza01,Xaviersimpson3
1336,Henry Sims\simshe01,H_Sims14
1337,Satnam Singh Bhamara\singhsa01,hellosatnam
1338,E.J. Singler\singlej01,EJSingler
1339,Kyle Singler\singlky01,KyleSingler
1340,Sean Singletary\singlse01,SeanSingletary
1341,Chris Singleton\singlch01,C_SING31
1342,Peyton Siva\sivape01,PeypeySiva3
1343,A.J. Slaughter\slaugaj01,ajslaughter8
1344,Tamar Slay\slayta01,slay9
1345,Donald Sloan\sloando01,dsloan15
1346,Marcus Smart\smartma01,smart_MS3
1347,Craig Smith\smithcr01,Csmeezy1
1348,Dennis Smith\smithde03,Dennis1SmithJr
1349,Greg Smith\smithgr02,Ju_Smith4
1350,Ish Smith\smithis01,IshSmith
1351,J.R. Smith\smithjr01,TheRealJRSmith
1352,Jalen Smith\smithja04,thejalen_smith
1353,Jason Smith\smithja02,JasonSmith014
1354,Jerry Smith\smithje01,JSmith_8
1355,Joe Smith\smithjo02,JoeBeast95
1356,Kenny Smith\smithke01,TheJetOnTNT
1357,Nolan Smith\smithno01,NdotSmitty
1358,Roscoe Smith\smithro02,scoesh0w
1359,Scoochie Smith\smithsc01,scoochstackin
1360,Steve Smith\smithst01,steve21smith
1361,Tony Smith\smithto02,AnalystTSmith34
1362,Zach Smith\smithza01,SuperDuperZach
1363,Zhaire Smith\smithzh01,zhaire_smith
1364,D'Vauntes Smith-Rivera\smithdv01,DSR43
1365,Michael Snaer\snaermi01,MichaelSnaer21
1366,Xavier Sneed\sneedxa01,Luh_Sneed
1367,Tony Snell\snellto01,TonySnell21_
1368,Richard Solomon\solomri01,richxsolo3
1369,Edgar Sosa\sosaed01,Edgarsosa10
1370,Ray Spalding\spaldra01,RaySpalding_4
1371,Marreese Speights\speigma01,Mospeights16
1372,Omari Spellman\spellom01,Omarispellman
1373,Tiago Splitter\splitti01,tiagosplitter
1374,Larry Spriggs\sprigla01,spriggy35
1375,Jerry Stackhouse\stackje01,jerrystackhouse
1376,Chace Stanback\stanbch01,ChaceStanback
1377,Cassius Stanley\stanlca01,cassius_stanley
1378,Terence Stansbury\stanste01,360StatueofLibe
1379,Jonathan Stark\starkjo02,jonathanstark02
1380,John Starks\starkjo01,StarksTheDunk
1381,Juwan Staten\stateju01,JuwanStaten3
1382,Nik Stauskas\stausni01,NStauskas11
1383,D.J. Stephens\stephdj01,DdotJAY30
1384,Lance Stephenson\stephla01,StephensonLance
1385,Lamar Stevens\stevela01,LamarStevens11
1386,Elijah Stewart\stewael01,Lou_weezy_ana
1387,Isaiah Stewart\stewais01,Dreamville_33
1388,Greg Stiemsma\stiemgr01,gregstiemsma
1389,David Stockton\stockda01,dstockton32
1390,Michael Stockton\stockmi01,MikeStock20
1391,Jarnell Stokes\stokeja01,JarnellStokes
1392,Diamond Stone\stonedi01,Diamond_Stone33
1393,Julyan Stone\stoneju01,Julyan_Stone
1394,Amar'e Stoudemire\stoudam01,Amareisreal
1395,Dexter Strickland\stricde01,BadenJaxen_
1396,Rod Strickland\stricro02,rod_strickland
1397,Garrett Stutz\stutzga01,Gstutz41
1398,Scott Suggs\suggssc01,scottro15
1399,Rasheed Sulaimon\sulaira01,sheed_ctmd1
1400,Jared Sullinger\sullija01,Jared_Sully0
1401,Taren Sullivan\sullita01,sullyballer1423
1402,Edmond Sumner\sumneed01,EdmondSumner
1403,Dwayne Sutton\suttodw01,DwayneSutton
1404,Maurice Sutton\suttoma01,LordSuttonJr
1405,Caleb Swanigan\swanica01,calebswanigan50
1406,Devin Sweetney\sweetde01,DSweetney1
1407,Keifer Sykes\sykeske01,ksykesyb
1408,Wally Szczerbiak\szczewa02,wallyball
1409,Chris Taft\taftch01,BlessedTaft
1410,Jae'Sean Tate\tateja01,o_tate_
1411,Jayson Tatum\tatumja01,jaytatum0
1412,Edy Tavares\tavarwa01,waltertavares22
1413,Isaiah Taylor\taylois01,Zay_Ctmd11
1414,Jermaine Taylor\tayloje02,jtaylor8ball
1415,Jordan Taylor\taylojo02,JMTaylor11
1416,Marlon Taylor\tayloma02,Mar1on_
1417,Maurice Taylor\tayloma01,Mar1on_
1418,Tony Taylor\tayloto01,2cooltone
1419,Tyshawn Taylor\tayloty01,tyshawntaylor
1420,Jeff Teague\teaguje01,Teague0
1421,Marquis Teague\teaguma01,marquisteague25
1422,Mirza Teletović\teletmi01,Teletovic33
1423,Sebastian Telfair\telfase01,BassyS31T
1424,Garrett Temple\templga01,GTemp17
1425,Miloš Teodosić\teodomi01,MilosTeodosic4
1426,Jared Terrell\terreja01,TheJaredTerrell
1427,Emanuel Terry\terryem01,EmanuelTerry08
1428,Jason Terry\terryja01,jasonterry31
1429,Tyrell Terry\terryty01,tyterry05
1430,Jon Teske\teskejo01,JonTeske
1431,Hasheem Thabeet\thabeha01,HasheemTheDream
1432,Xavier Thames\thamexa01,Xthames2
1433,Daniel Theis\theisda01,dtheis10
1434,Reggie Theus\theusre01,ReggieTheus
1435,Adonis Thomas\thomaad01,AllDayThomas
1436,Brodric Thomas\thomabr01,TheReal__BT3
1437,Deshaun Thomas\thomade01,Deshaunthomas_0
1438,Deshaun Thomas\thomade01,DT1UpNComin
1439,Isaiah Thomas\thomais02,isaiahthomas
1440,Isiah Thomas\thomais01,IsiahThomas
1441,Khyri Thomas\thomakh01,Khyri_2
1442,Lance Thomas\thomala01,MrLance42
1443,Rashawn Thomas\thomara01,Sobeastly_25
1444,Jason Thompson\thompja02,jtthekid
1445,Klay Thompson\thompkl01,KlayThompson
1446,Mychal Thompson\thompmy01,champagnennuts
1447,Mychel Thompson\thompmy02,MychelThompson
1448,Ryan Thompson\thompry01,RyT5
1449,Sam Thompson\thompsa01,SlamIAm12
1450,Trevor Thompson\thomptr03,TrevBallinTrey2
1451,Tristan Thompson\thomptr01,RealTristan13
1452,Al Thornton\thornal01,AThornton14
1453,Marcus Thornton\thornma01,OfficialMT23
1454,Marcus Thornton\thornma02,M3Thornton
1455,Sindarius Thornwell\thornsi01,Sin_City_803
1456,Matisse Thybulle\thybuma01,MatisseThybulle
1457,Killian Tillie\tilliki02,KillianTillie
1458,Xavier Tillman\tillmxa01,Rookiedunker
1459,Jānis Timma\timmaja01,janis_timma
1460,Tres Tinkle\tinkltr01,tres_tinkle3
1461,Jamaal Tinsley\tinslja01,jatinsley
1462,Mike Tobey\tobeymi01,miketobey10
1463,J.P. Tokoto\tokotjp01,AirPierreTokoto
1464,Anthony Tolliver\tollian01,ATolliver44
1465,Jake Toolson\toolsja01,jtoolgoinham
1466,Obi Toppin\toppiob01,obitoppin1
1467,Juan Toscano-Anderson\toscaju01,juanonjuan10
1468,Axel Toupane\toupaax01,toups_33
1469,Karl-Anthony Towns\townska01,KarlTowns
1470,Gary Trent\trentga02,gtrentjr
1471,Travis Trice\tricetr01,Ttrice20
1472,Brandon Triche\trichbr01,BrandonTriche
1473,Allonzo Trier\trieral01,ISO_ZO
1474,Melo Trimble\trimbme01,_STAYMELO
1475,Alando Tucker\tuckeal02,DoeTuck
1476,Rayjon Tucker\tuckera01,th3flighttuck
1477,Ronny Turiaf\turiaro01,Ronny_Turiaf
1478,Hedo Türkoğlu\turkohe01,hidoturkoglu15
1479,Evan Turner\turneev01,thekidet
1480,Myles Turner\turnemy01,Original_Turner
1481,Jeremy Tyler\tylerje01,jeremytyler3
1482,Breein Tyree\tyreebr01,Breeintyree
1483,Chris Udofia\udofich01,dofboyfresh34
1484,Ekpe Udoh\udohek01,EkpeUdoh
1485,Beno Udrih\udrihbe01,BenoUdrih1
1486,Tyler Ulis\ulisty01,tulis3
1487,Robert Upshaw\upsharo01,UPSHAW50
1488,Jarrod Uthoff\uthofja01,Mr_Uthoff
1489,Jonas Valančiūnas\valanjo01,JValanciunas
1490,Denzel Valentine\valende01,denzelvalentine
1491,Nick Van Exel\vanexni01,vanexel31
1492,Jarred Vanderbilt\vandeja01,JVando
1493,Fred VanVleet\vanvlfr01,FredVanVleet
1494,Anderson Varejão\varejan01,VAREJAOANDERSON
1495,Eloy Vargas\vargael01,EVargas30
1496,Jarvis Varnado\varnaja01,RealSwat32
1497,Greivis Vásquez\vasqugr01,greivisvasquez
1498,Devin Vassell\vassede01,Yvngdevo
1499,Rashad Vaughn\vaughra01,ShowtimeMr1
1500,Jan Veselý\veselja01,JanVesely24
1501,Gabe Vincent\vincega01,iamgabevincent2
1502,Christian Vital\vitalch01,I_AMCV
1503,Nikola Vučević\vucevni01,NikolaVucevic
1504,Sasha Vujačić\vujacsa01,SashaVujacic
1505,Dean Wade\wadede01,deanwade3232
1506,Dwyane Wade\wadedw01,DwyaneWade
1507,Von Wafer\wafervo01,vonwafer13
1508,Moritz Wagner\wagnemo01,moritz_weasley
1509,Dion Waiters\waitedi01,dionwaiters3
1510,Antoine Walker\walkean02,WalkerAntoine8
1511,Chris Walker\walkech02,kingsky23
1512,Kemba Walker\walkeke02,KembaWalker
1513,Lonnie Walker\walkelo01,lonniewalker_4
1514,Tyrius Walker\walkety01,iam_twalk
1515,Thomas Walkup\walkuth01,twalkup23
1516,John Wall\walljo01,JohnWall
1517,Ben Wallace\wallabe01,Fear_DaFro
1518,Tyrone Wallace\wallaty01,TyWallace661
1519,Bill Walton\waltobi01,BillWalton
1520,Derrick Walton\waltode01,DerrickWalton10
1521,Brad Wanamaker\wanambr01,phillybul_22
1522,Jameel Warney\warneja01,Fullcoursemeelz
1523,T.J. Warren\warretj01,TonyWarrenJr
1524,Hakim Warrick\warriha01,hdubb21
1525,Jason Washburn\washbja01,jaywash42
1526,Julian Washburn\washbju01,smoothlikeju
1527,P.J. Washington\washipj01,PJWashington
1528,Yuta Watanabe\watanyu01,wacchi1013
1529,Tremont Waters\watertr01,WatersTremont
1530,Christian Watford\watfoch01,Cwat205
1531,C.J. Watson\watsocj01,quietstorm_32
1532,Earl Watson\watsoea01,Earl_Watson
1533,Paul Watson\watsopa01,_PWJiii
1534,Mitchell Watt\wattmi01,mitchell_watt
1535,Maalik Wayns\waynsma01,MaalikWayns2
1536,Travis Wear\weartr01,traviswear
1537,Quinndary Weatherspoon\weathqu01,IAM_QUINN11
1538,Kyle Weaver\weaveky01,kyleweaver5
1539,Chris Webber\webbech01,realchriswebber
1540,Briante Weber\weberbr01,Sir_deuce2
1541,Corey Webster\webstco01,cwebster9
1542,Martell Webster\webstma02,MartellWebster
1543,Sonny Weems\weemsso01,Sonny13
1544,Bonzi Wells\wellsbo01,BonziWells
1545,Dez Wells\wellsde01,_DezWells
1546,Thomas Welsh\welshth01,tomwelsh40
1547,Bill Wennington\wennibi01,34billy42
1548,Kaleb Wesson\wessoka01,Elite_Hooper99
1549,David West\westda01,D_West30
1550,Delonte West\westde01,delontewest
1551,Mark West\westma01,mwest41
1552,Charlie Westbrook\westbch01,C_Westbrook1
1553,Russell Westbrook\westbru01,russwest44
1554,Aaron White\whiteaa01,Aaron_White30
1555,Andrew White\whitean01,AndrewWhite03
1556,Coby White\whiteco01,CobyWhite
1557,D.J. White\whitedj01,dj_white3
1558,Derrick White\whitede01,Dwhite921
1559,Okaro White\whiteok01,owhite10
1560,Royce White\whitero03,Highway_30
1561,Terrico White\whitete01,TerricoWhite5
1562,Isaiah Whitehead\whiteis01,isaiahwhitehead
1563,Hassan Whiteside\whiteha01,youngwhiteside
1564,Kahlil Whitney\whitnka01,KahlilWhitney
1565,Greg Whittington\whittgr01,Built4Bucketz
1566,Andrew Wiggins\wiggian01,22wiggins
1567,Nick Wiggins\wiggini01,Wiggys__WORLD
1568,Lindell Wigginton\wiggili01,Lwigginton5
1569,Scottie Wilbekin\wilbesc01,scottiew_5
1570,C.J. Wilcox\wilcocj01,UCjwilcox23W
1571,Jacob Wiley\wileyja01,Jwiley_24
1572,Kris Wilkes\wilkekr01,kadw31
1573,Damien Wilkins\wilkida02,dwilkins3000
1574,Dominique Wilkins\wilkido01,DWilkins21
1575,Isaiah Wilkins\wilkiis01,isaiahwilkins21
1576,Alan Williams\willial03,alantwilliams
1577,C.J. Williams\willicj01,C_Will21
1578,Deron Williams\willide01,DeronWilliams
1579,Derrick Williams\willide02,DWXXIII
1580,Elliot Williams\williel01,ewill901
1581,Grant Williams\willigr01,Grant2Will
1582,JaCorey Williams\willija05,_JWilliams22
1583,Jay Williams\willija03,RealJayWilliams
1584,Jerome Williams\willije01,JunkYardDogJW
1585,Johnathan Williams\willijo04,Iam_J3
1586,Jordan Williams\willijo03,Jwilliams20
1587,Kenrich Williams\willike04,williamskenrich
1588,Latavious Williams\willila01,taybowl_
1589,Lou Williams\willilo02,TeamLou23
1590,Matt Williams\willima05,1mattwill2
1591,Mo Williams\willima01,mowilliams
1592,Patrick Williams\willipa01,patricklw4
1593,Reggie Williams\willire02,reggiew55
1594,Robert Williams\williro04,rob_williamsIII
1595,Rodney Williams\williro03,YeahRod24
1596,Shelden Williams\willish02,SheldenWilliams
1597,T.J. Williams\willitj01,GogettaTJWill
1598,Terrence Williams\willite01,TheRealTWill
1599,Troy Williams\willitr02,troywilliams_
1600,Nigel Williams-Goss\willini01,NigelWG5
1601,Zion Williamson\willizi01,Zionwilliamson
1602,Derek Willis\willide04,derekxwillis
1603,D.J. Wilson\wilsodj01,Lanky_Smoove
1604,Jamil Wilson\wilsoja02,jamilwilson_22
1605,Kyle Wiltjer\wiltjky01,kwiltj
1606,Dylan Windler\windldy01,Dylan_Windler23
1607,Justise Winslow\winslju01,IAmJustise
1608,Cassius Winston\winstca01,cassiuswinston
1609,James Wiseman\wisemja01,BigTicket_JW
1610,Todd Withers\witheto01,DatDude_Todd
1611,Jeff Withey\witheje01,JeffWithey
1612,Nate Wolters\woltena01,NateWolters
1613,Christian Wood\woodch01,Chriswood_5
1614,Scott Wood\woodsc01,ScottWood15
1615,Robert Woodard\woodaro01,Raw2512
1616,Kenny Wooten\wooteke01,kennywootenjr
1617,Metta World Peace\artesro01,MettaWorldPeace
1618,James Worthy\worthja01,JamesWorthy42
1619,Brandan Wright\wrighbr03,bwright34
1620,Chris Wright\wrighch01,flyght33wright
1621,Delon Wright\wrighde01,delonwright
1622,Dorell Wright\wrighdo01,DWRIGHTWAY1
1623,Justin Wright-Foreman\wrighju02,JayWright_3
1624,Tony Wroten\wroteto01,TWroten_LOE
1625,Khalif Wyatt\wyattkh01,KhalifW05
1626,Guerschon Yabusele\yabusgu01,DTP_Mario
1627,Ding Yanyuhang\yanyudi01,OfficialDing8
1628,Gabe York\yorkga01,gabeyork32
1629,B.J. Young\youngbj01,bjyoung_money11
1630,James Young\youngja01,realjamesyoung
1631,Joe Young\youngjo01,JoeyBuckets3
1632,Michael Young\youngmi02,Showwtimee2
1633,Nick Young\youngni01,NickSwagyPYoung
1634,Patric Young\youngpa01,PatricYoung4
1635,Sam Young\youngsa01,SamYoung4
1636,Thaddeus Young\youngth01,yungsmoove21
1637,Trae Young\youngtr01,TheTraeYoung
1638,Omer Yurtseven\yurtsom01,OmerYurtseven5
1639,Rade Zagorac\zagorra01,zagorac_rade
1640,Talib Zanna\zannata01,TalibZanna
1641,Nick Zeisloft\zeislni01,n_zeis2
1642,Cody Zeller\zelleco01,CodyZeller
1643,Luke Zeller\zellelu01,LukeZeller40
1644,Tyler Zeller\zellety01,ZellerTyler
1645,Stephen Zimmerman\zimmest01,BIGG_ZIMM
1646,Paul Zipser\zipsepa01,paulzzip
1647,Ante Žižić\zizican01,Ante__Zizic
1648,Ivica Zubac\zubaciv01,ivicazubac
1649,Tomislav Zubčić\zubcito01,TomislavZubcic7