,SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,NAME,SALARY
167,2020-21,31.0,TOT,NBA,C,33.0,1.0,15.1,2.2,4.2,0.507,0.8,1.9,0.43799999999999994,1.3,2.3,0.5660000000000001,0.607,1.6,1.9,0.857,1.1,2.7,3.8,1.2,0.7,0.5,0.8,1.6,6.8,Gorgui Dieng,17587688
168,2020-21,35.0,NYK,NBA,PF,39.0,3.0,20.6,2.1,3.4,0.619,0.1,0.4,0.2,2.1,3.1,0.672,0.631,0.8,1.2,0.6890000000000001,2.2,3.3,5.5,0.7,0.7,1.0,0.5,2.3,5.1,Taj Gibson,3283684
169,2020-21,35.0,NYK,NBA,PF,39.0,3.0,20.6,2.1,3.4,0.619,0.1,0.4,0.2,2.1,3.1,0.672,0.631,0.8,1.2,0.6890000000000001,2.2,3.3,5.5,0.7,0.7,1.0,0.5,2.3,5.1,Taj Gibson,3283684
170,2020-21,24.0,MEM,NBA,PG,63.0,8.0,17.9,2.7,6.1,0.435,0.7,2.1,0.318,2.0,4.0,0.496,0.49,0.6,0.7,0.902,0.3,1.7,2.0,3.8,0.9,0.1,0.7,0.5,6.6,Tyus Jones,7965100
171,2020-21,23.0,HOU,NBA,C,13.0,6.0,19.0,2.2,5.4,0.414,0.7,2.6,0.265,1.5,2.8,0.556,0.479,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4,Justin Patton,893310
172,2020-21,32.0,TOT,NBA,PG,50.0,6.0,17.7,2.2,5.2,0.43,0.6,1.5,0.408,1.6,3.6,0.44,0.49,1.6,1.9,0.8490000000000001,0.3,1.4,1.7,2.4,0.6,0.2,1.1,1.1,6.6,Jeff Teague,3372826
173,2020-21,32.0,TOT,NBA,PG,50.0,6.0,17.7,2.2,5.2,0.43,0.6,1.5,0.408,1.6,3.6,0.44,0.49,1.6,1.9,0.8490000000000001,0.3,1.4,1.7,2.4,0.6,0.2,1.1,1.1,6.6,Jeff Teague,3372826
174,2020-21,25.0,MIN,NBA,C,44,44,34.0,8.5,17.5,0.48700000000000004,2.5,6.3,0.396,6.1,11.3,0.537,0.5579999999999999,5.2,6.0,0.8640000000000001,2.6,8.1,10.7,4.6,0.8,1.3,3.3,3.7,24.8,Karl-Anthony Towns,29430000
175,2020-21,25.0,GSW,NBA,PF,66.0,66.0,33.3,6.9,14.7,0.473,2.0,5.2,0.38299999999999995,4.9,9.4,0.523,0.541,2.5,3.5,0.715,1.1,3.7,4.8,2.3,1.0,1.0,1.8,2.2,18.3,Andrew Wiggins,29542010
176,2020-21,28.0,DAL,NBA,PG,55.0,1.0,14.8,2.5,5.7,0.444,1.0,2.6,0.37200000000000005,1.6,3.1,0.506,0.53,0.8,0.9,0.88,0.1,0.7,0.8,1.4,0.6,0.1,0.5,1.0,6.9,Trey Burke,3174603
177,2020-21,26.0,CLE,NBA,SG,41.0,6.0,19.1,2.5,6.2,0.39799999999999996,0.9,3.3,0.284,1.6,3.0,0.525,0.473,0.6,0.8,0.6759999999999999,0.1,1.9,2.0,2.0,0.4,0.1,0.9,1.0,6.5,Damyean Dotson,2000000
178,2020-21,28.0,POR,NBA,C,66.0,35.0,25.0,4.9,8.0,0.609,0.0,0.0,0.0,4.9,8.0,0.61,0.609,1.8,2.3,0.78,4.1,7.1,11.2,1.2,0.5,0.7,1.1,2.4,11.5,Enes Kanter,5005350
179,2020-21,25.0,TOT,NBA,"C,PF",26.0,0.0,9.9,1.2,2.8,0.43200000000000005,0.5,1.8,0.292,0.7,1.0,0.6920000000000001,0.527,0.1,0.2,0.5,0.4,1.5,1.9,0.7,0.1,0.8,0.2,0.5,3.1,Luke Kornet,2304878
180,2020-21,25.0,DAL,NBA,C,40,40,31.1,7.6,16.0,.473,2.2,6.1,.362,5.4,9.9,.542,.542,2.8,3.3,.850,1.9,7.1,9.1,1.6,0.5,1.4,1.3,2.7,20.2,Kristaps Porziņģis,29467800
181,2020-21,27.0,NOP,NBA,C,58.0,58.0,27.7,3.3,5.3,0.614,0.0,0.1,0.0,3.3,5.3,0.62,0.614,1.0,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,Steven Adams,27528090
182,2020-21,36.0,POR,NBA,PF,65.0,3.0,24.6,4.8,11.4,0.423,1.9,4.7,0.406,2.9,6.7,0.436,0.507,2.0,2.3,0.887,0.5,2.7,3.2,1.5,0.7,0.6,0.9,2.1,13.7,Carmelo Anthony,2564753
183,2020-21,24.0,DEN,NBA,SG,50.0,6.0,21.8,3.0,7.1,0.41700000000000004,0.9,3.0,0.315,2.0,4.1,0.49,0.483,0.8,1.3,0.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,1.7,7.7,PJ Dozier,893310
184,2020-21,22.0,PHI,NBA,SG,13.0,0.0,3.8,0.1,0.5,0.14300000000000002,0.0,0.4,0.0,0.1,0.2,0.5,0.14300000000000002,0.0,0.0,0,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.5,0.2,Terrance Ferguson,3944013
185,2020-21,30.0,LAC,NBA,SF,50.0,50.0,33.6,8.3,17.7,0.47,3.2,7.6,0.418,5.2,10.1,0.509,0.56,3.8,4.3,0.87,0.8,5.8,6.6,5.2,1.2,0.5,3.3,2.4,23.6,Paul George,35450412
186,2020-21,26.0,DET,NBA,SF,53.0,53.0,34.1,7.5,17.4,0.428,2.2,6.1,0.354,5.3,11.3,0.469,0.491,5.4,6.4,0.8490000000000001,0.7,4.0,4.6,2.8,0.7,1.1,2.0,2.3,22.5,Jerami Grant,19047619
187,2020-21,31.0,LAC,NBA,PF,36.0,4.0,14.2,1.8,4.0,0.434,1.0,2.8,0.364,0.8,1.3,0.5870000000000001,0.5589999999999999,0.3,0.4,0.75,0.4,1.4,1.9,0.6,0.4,0.2,0.3,1.2,4.8,Patrick Patterson,3814768
188,2020-21,31.0,LAC,NBA,PF,36.0,4.0,14.2,1.8,4.0,0.434,1.0,2.8,0.364,0.8,1.3,0.5870000000000001,0.5589999999999999,0.3,0.4,0.75,0.4,1.4,1.9,0.6,0.4,0.2,0.3,1.2,4.8,Patrick Patterson,3814768
189,2020-21,32.0,WAS,NBA,PG,59.0,59.0,35.9,8.4,18.8,0.444,1.2,3.9,0.312,7.1,14.9,0.479,0.47700000000000004,4.0,6.2,0.64,1.7,9.6,11.3,11.3,1.4,0.4,4.9,2.8,21.9,Russell Westbrook,41358814
190,2020-21,33.0,TOT,NBA,PG,51.0,6.0,19.2,2.2,5.6,0.385,1.3,3.5,0.374,0.8,2.1,0.402,0.502,1.4,1.5,0.932,0.4,1.3,1.6,3.3,0.5,0.0,1.1,1.0,7.0,D.J. Augustin,6666667
191,2020-21,28.0,TOT,NBA,C,61.0,16.0,21.8,2.5,5.1,0.495,0.2,0.6,0.263,2.4,4.5,0.527,0.511,1.3,1.9,0.693,2.6,3.0,5.6,1.2,0.7,0.7,0.6,1.6,6.5,Khem Birch,3425463
192,2020-21,28.0,TOT,NBA,C,61.0,16.0,21.8,2.5,5.1,0.495,0.2,0.6,0.263,2.4,4.5,0.527,0.511,1.3,1.9,0.693,2.6,3.0,5.6,1.2,0.7,0.7,0.6,1.6,6.5,Khem Birch,3425463
193,2020-21,28.0,CHO,NBA,C,59.0,31.0,20.8,2.2,3.7,0.58,0.0,0.0,0.0,2.2,3.7,0.583,0.58,0.8,1.7,0.446,2.1,3.2,5.3,1.3,0.3,1.2,1.0,2.1,5.1,Bismack Biyombo,2331593
194,2020-21,28.0,TOT,NBA,"SF,SG",37.0,31.0,29.6,5.7,12.6,0.449,2.6,6.6,0.389,3.1,6.1,0.513,0.55,2.8,3.5,0.794,0.2,2.8,3.0,3.2,1.2,0.4,1.8,2.2,16.7,Evan Fournier,17000000
195,2020-21,25.0,TOT,NBA,PF,46.0,46.0,27.9,4.6,10.0,0.457,1.2,3.6,0.341,3.3,6.4,0.522,0.518,2.1,3.2,0.6509999999999999,1.5,4.3,5.8,3.3,0.6,0.7,2.1,1.9,12.5,Aaron Gordon,18136364
196,2020-21,26.0,TOT,NBA,SF,37.0,4.0,13.0,0.8,2.4,0.344,0.1,1.1,0.128,0.7,1.4,0.51,0.37200000000000005,0.6,0.8,0.828,0.3,1.8,2.1,0.4,0.4,0.1,0.5,1.2,2.5,Wesley Iwundu,1678854
197,2020-21,26.0,NYK,NBA,PG,57.0,57.0,24.5,4.6,10.5,0.44299999999999995,0.5,1.7,0.295,4.1,8.8,0.47100000000000003,0.466,1.3,1.8,0.6859999999999999,1.1,2.5,3.6,3.4,0.8,0.2,1.7,1.8,11.0,Elfrid Payton,5760000
198,2020-21,26.0,NYK,NBA,PG,57.0,57.0,24.5,4.6,10.5,0.44299999999999995,0.5,1.7,0.295,4.1,8.8,0.47100000000000003,0.466,1.3,1.8,0.6859999999999999,1.1,2.5,3.6,3.4,0.8,0.2,1.7,1.8,11.0,Elfrid Payton,5760000
199,2020-21,29.0,ORL,NBA,SG,46.0,2.0,29.3,5.5,13.4,0.41200000000000003,1.9,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3.0,0.87,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9,15.6,Terrence Ross,13500000
200,2020-21,30.0,TOT,NBA,C,64.0,64.0,33.6,9.6,19.9,0.484,2.6,6.2,0.41100000000000003,7.1,13.7,0.518,0.5489999999999999,2.0,2.4,0.836,2.0,9.5,11.5,3.7,1.0,0.7,1.8,1.9,23.8,Nikola Vučević,26000000
201,2020-21,30.0,POR,NBA,PF,64.0,64.0,32.0,3.0,7.4,0.408,2.0,5.1,0.387,1.0,2.3,0.455,0.541,0.7,0.9,0.825,0.9,5.8,6.7,1.7,1.5,1.2,1.0,2.7,8.7,Robert Covington,12138345
202,2020-21,26.0,PHI,NBA,C,47,47,31.5,9.2,18.0,.511,1.1,3.1,.363,8.1,14.9,.541,.542,9.5,11.1,.855,2.3,8.4,10.8,2.9,1.0,1.4,3.1,2.4,29.1,Joel Embiid,29542010
203,2020-21,22.0,ORL,NBA,PG,8.0,8.0,26.9,5.1,13.0,0.39399999999999996,0.5,2.0,0.25,4.6,11.0,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9,Markelle Fultz,12288697
204,2020-21,27.0,SAC,NBA,C,57.0,57.0,29.6,6.1,9.5,0.639,0.0,0.2,0.182,6.1,9.3,0.648,0.6409999999999999,2.2,2.8,0.789,2.5,6.1,8.5,1.6,0.6,1.6,1.3,3.6,14.4,Richaun Holmes,5005350
205,2020-21,23.0,PHI,NBA,SG,52,10,19.3,3.1,7.7,0.408,1.9,4.8,0.385,1.3,2.8,0.446,0.529,1.1,1.6,0.728,0.3,1.8,2.0,1.4,0.9,0.2,0.8,1.2,9.3,Furkan Korkmaz,1762796
206,2020-21,25.0,BRK,NBA,SF,55.0,7.0,18.8,2.3,6.3,0.364,1.3,4.3,0.315,1.0,2.1,0.465,0.47,0.6,0.8,0.8140000000000001,0.5,1.8,2.3,1.2,0.6,0.1,0.8,1.8,6.6,Timothé Luwawu-Cabarrot,1824003
207,2020-21,28.0,IND,NBA,PG,62.0,2.0,25.5,3.8,6.8,0.552,0.2,0.7,0.341,3.5,6.1,0.575,0.569,0.4,0.6,0.65,0.8,2.8,3.6,6.6,1.8,0.3,1.9,1.6,8.2,T.J. McConnell,3500000
208,2020-21,36.0,TOT,NBA,SG,42.0,0.0,16.9,2.5,6.2,0.4,1.5,4.1,0.37200000000000005,1.0,2.1,0.455,0.523,1.2,1.2,0.9420000000000001,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.6,J.J. Redick,13013700
209,2020-21,26.0,PHO,NBA,C,45.0,1.0,17.2,3.1,6.8,0.45399999999999996,1.0,2.8,0.36,2.1,4.0,0.519,0.528,1.6,1.9,0.857,1.0,2.9,3.8,1.3,0.6,0.1,1.2,1.9,8.8,Dario Šarić,8333333
210,2020-21,24.0,PHI,NBA,PG,54,54,32.5,5.6,10.1,.558,0.1,0.2,.300,5.6,9.9,.563,.561,3.1,5.2,.606,1.6,5.7,7.3,6.8,1.6,0.6,3.1,2.9,14.4,Ben Simmons,29250000
211,2020-21,24.0,PHO,NBA,SG,62,62,33.9,9.5,19.4,0.489,1.9,5.6,0.342,7.6,13.9,0.5479999999999999,0.5379999999999999,4.8,5.6,0.86,0.5,3.6,4.1,4.4,0.8,0.3,3.1,2.8,25.7,Devin Booker,29430000
212,2020-21,35.0,LAL,NBA,PF,11.0,0.0,6.9,0.2,0.6,0.28600000000000003,0.2,0.5,0.4,0.0,0.2,0.0,0.429,0.0,0.0,0,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5,Jared Dudley,2564753
213,2020-21,27.0,TOT,NBA,SG,28.0,0.0,8.0,0.8,2.0,0.386,0.1,0.3,0.33299999999999996,0.7,1.7,0.396,0.41200000000000003,0.5,0.6,0.833,0.2,1.0,1.1,0.5,0.5,0.1,0.3,0.8,2.2,Shaquille Harrison,770433
214,2020-21,27.0,HOU,NBA,SF,33.0,22.0,26.8,3.1,7.6,0.406,1.5,4.4,0.354,1.5,3.2,0.47700000000000004,0.508,1.2,1.8,0.6609999999999999,0.5,3.2,3.8,1.8,0.6,0.5,0.9,1.9,8.9,Danuel House,3717000
215,2020-21,23.0,DET,NBA,SG,59.0,23.0,25.1,4.8,11.4,0.42200000000000004,1.2,4.1,0.301,3.6,7.4,0.488,0.475,2.5,3.5,0.727,0.9,3.1,4.0,2.2,0.8,0.7,2.2,2.8,13.4,Josh Jackson,4767000
216,2020-21,27.0,TOT,NBA,C,58.0,36.0,15.4,2.7,4.4,0.624,0.1,0.4,0.32,2.6,4.0,0.657,0.639,1.2,1.9,0.609,1.2,2.8,3.9,0.8,0.3,1.0,0.9,2.0,6.8,Alex Len,4032648
217,2020-21,27.0,TOT,NBA,C,58.0,36.0,15.4,2.7,4.4,0.624,0.1,0.4,0.32,2.6,4.0,0.657,0.639,1.2,1.9,0.609,1.2,2.8,3.9,0.8,0.3,1.0,0.9,2.0,6.8,Alex Len,4032648
218,2020-21,30.0,TOT,NBA,PF,23.0,14.0,18.9,1.7,4.3,0.384,0.3,1.6,0.21600000000000003,1.3,2.7,0.484,0.424,0.8,1.0,0.818,1.0,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4,Al-Farouq Aminu,9720900
219,2020-21,28.0,MIL,NBA,SG,63.0,3.0,22.9,2.5,5.6,0.446,1.5,3.9,0.386,1.0,1.7,0.585,0.581,0.4,0.6,0.757,0.9,3.8,4.7,1.2,0.7,0.3,0.5,1.5,6.9,Pat Connaughton,4938272
220,2020-21,31.0,MIN,NBA,C,22.0,7.0,13.3,0.9,2.0,0.43200000000000005,0.0,0.0,0,0.9,2.0,0.43200000000000005,0.43200000000000005,0.5,0.5,0.833,2.1,3.0,5.1,1.0,0.6,0.6,0.3,2.5,2.2,Ed Davis,5005350
221,2020-21,27.0,TOT,NBA,"PF,SF",32.0,18.0,19.9,1.7,3.9,0.424,0.5,2.0,0.254,1.2,1.9,0.597,0.488,0.8,0.9,0.8,0.4,1.8,2.2,0.9,0.8,0.5,0.6,2.2,4.6,Maurice Harkless,3623000
222,2020-21,26.0,MIN,NBA,SF,42.0,11.0,14.3,2.1,4.2,0.49700000000000005,0.5,1.7,0.28800000000000003,1.6,2.4,0.647,0.557,0.6,0.9,0.703,0.3,1.2,1.5,0.7,0.7,0.4,0.6,1.0,5.3,Jake Layman,3761085
223,2020-21,30.0,POR,NBA,PG,61,61,35.8,8.8,20.0,0.44,4.1,10.7,0.384,4.7,9.4,0.503,0.542,6.7,7.2,0.925,0.5,3.7,4.2,7.6,1.0,0.3,3.1,1.6,28.4,Damian Lillard,31626953
224,2020-21,29.0,POR,NBA,SG,41,41,33.8,8.5,18.8,0.45299999999999996,3.5,9.0,0.392,5.0,9.7,0.509,0.547,2.3,2.8,0.823,0.7,3.4,4.1,4.8,1.0,0.5,1.4,2.0,22.8,CJ McCollum,29354152
225,2020-21,26.0,POR,NBA,C,31.0,31.0,23.3,4.3,8.5,0.506,0.4,0.9,0.39299999999999996,4.0,7.6,0.519,0.526,1.9,2.9,0.637,2.1,6.5,8.6,3.2,0.9,1.0,2.0,2.8,10.9,Jusuf Nurkić,12000000
226,2020-21,28.0,ATL,NBA,SG,40.0,23.0,29.1,5.8,12.6,0.45899999999999996,3.1,7.4,0.425,2.7,5.2,0.507,0.583,0.8,0.9,0.892,0.5,3.3,3.7,3.3,1.0,0.3,1.3,2.2,15.5,Bogdan Bogdanović,18000000
227,2020-21,25.0,HOU,NBA,PF,6.0,0.0,6.0,1.3,2.8,0.47100000000000003,0.0,0.8,0.0,1.3,2.0,0.667,0.47100000000000003,0.2,0.3,0.5,0.5,1.8,2.3,0.2,0.0,0.3,0.7,1.0,2.8,Bruno Caboclo,361256
228,2020-21,27.0,DAL,NBA,C,46.0,12.0,17.3,2.2,3.5,0.625,0.0,0.2,0.1,2.2,3.3,0.66,0.628,1.0,1.6,0.625,1.2,3.1,4.4,0.7,0.4,0.8,0.5,2.3,5.3,Willie Cauley-Stein,4000000
229,2020-21,23.0,SAC,NBA,PG,58,58,35.1,9.1,19.1,0.47700000000000004,1.8,5.5,0.322,7.3,13.6,0.539,0.523,5.2,7.2,0.7190000000000001,0.6,2.9,3.5,7.2,1.5,0.5,3.0,2.9,25.2,De'Aaron Fox,8099627
230,2020-21,28.0,SAC,NBA,SG,65.0,65.0,34.5,5.7,14.1,0.405,4.0,10.2,0.392,1.7,3.9,0.43799999999999994,0.547,1.3,1.5,0.848,0.4,4.4,4.7,3.4,0.9,0.4,1.8,2.5,16.7,Buddy Hield,24431818
231,2020-21,25.0,OKC,NBA,SF,33.0,3.0,16.5,2.6,6.4,0.406,1.0,3.4,0.306,1.6,3.1,0.515,0.486,0.9,1.1,0.857,0.4,1.7,2.2,1.5,0.5,0.1,0.9,0.9,7.2,Justin Jackson,5029650
232,2020-21,27.0,IND,NBA,PF,25.0,4.0,10.4,1.6,3.4,0.47100000000000003,0.1,0.5,0.25,1.5,2.9,0.507,0.488,0.6,1.0,0.6,0.9,1.8,2.6,0.1,0.1,0.5,0.6,1.9,3.9,JaKarr Sampson,1882867
233,2020-21,34.0,CHI,NBA,SG,49,23,27.2,2.9,6.9,.423,1.2,3.7,.339,1.7,3.2,.519,.513,0.7,0.9,.814,0.5,2.2,2.7,2.2,0.8,0.5,1.1,2.3,7.8,Garrett Temple,4767000
234,2020-21,35.0,TOT,NBA,C,26.0,23.0,25.9,5.4,11.4,0.473,1.2,3.1,0.38799999999999996,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,LaMarcus Aldridge,19078340
235,2020-21,35.0,TOT,NBA,C,26.0,23.0,25.9,5.4,11.4,0.473,1.2,3.1,0.38799999999999996,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,LaMarcus Aldridge,19078340
236,2020-21,27.0,MEM,NBA,PF,63.0,63.0,27.3,4.5,9.6,0.466,1.4,3.8,0.35700000000000004,3.1,5.8,0.5379999999999999,0.537,2.0,2.6,0.78,0.8,5.1,5.9,3.5,1.3,0.8,1.2,1.7,12.3,Kyle Anderson,9505100
237,2020-21,28.0,WAS,NBA,PF,51.0,5.0,25.0,3.3,8.2,0.40299999999999997,2.9,7.4,0.397,0.4,0.9,0.455,0.581,1.7,1.9,0.879,0.4,2.6,3.0,0.9,0.6,0.3,0.6,2.4,11.3,Dāvis Bertāns,15000000
238,2020-21,27.0,MIL,NBA,SG,65.0,10.0,19.6,3.6,7.7,0.469,2.2,4.9,0.445,1.4,2.8,0.511,0.611,0.7,0.8,0.782,0.2,1.5,1.6,0.6,0.3,0.0,0.6,1.1,10.0,Bryn Forbes,2337145
239,2020-21,34.0,SAS,NBA,PF,57.0,1.0,21.6,4.2,9.9,0.423,1.6,4.2,0.38799999999999996,2.5,5.6,0.449,0.506,1.3,1.6,0.7909999999999999,0.7,4.1,4.8,1.4,0.7,0.6,1.1,1.9,11.3,Rudy Gay,14000000
240,2020-21,33.0,PHI,NBA,SF,64.0,64.0,28.1,3.3,7.9,0.41700000000000004,2.5,6.3,0.408,0.7,1.6,0.452,0.578,0.4,0.5,0.7709999999999999,0.8,3.0,3.8,1.7,1.4,0.8,1.0,1.9,9.5,Danny Green,15365854
241,2020-21,29.0,LAC,NBA,SF,48.0,48.0,34.3,9.2,17.8,0.516,1.9,4.9,0.397,7.3,12.9,0.561,0.5710000000000001,4.9,5.6,0.8809999999999999,1.1,5.4,6.6,5.1,1.6,0.4,2.0,1.6,25.3,Kawhi Leonard,34379100
242,2020-21,32.0,SAS,NBA,PG,62.0,0.0,25.0,3.8,9.1,0.414,2.4,6.4,0.374,1.4,2.7,0.509,0.545,1.0,1.1,0.9009999999999999,0.3,1.5,1.7,2.4,0.6,0.0,0.9,1.2,11.0,Patty Mills,13285714
243,2020-21,24.0,SAS,NBA,PG,61,61,31.9,6.5,14.4,.454,1.0,3.0,.332,5.5,11.4,.486,.489,1.7,2.0,.808,0.8,6.2,7.1,5.3,1.5,0.1,1.8,2.1,15.7,Dejounte Murray,14285714
244,2020-21,26.0,SAS,NBA,SG,36,32,29.6,5.2,12.6,0.41100000000000003,2.3,6.8,0.34600000000000003,2.8,5.8,0.486,0.503,2.7,3.2,0.851,0.4,2.6,3.0,3.5,0.7,1.0,1.3,2.5,15.4,Derrick White,3516284
245,2020-21,23.0,TOR,NBA,SF,43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.39799999999999996,3.4,6.0,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9,OG Anunoby,3872215
246,2020-21,31.0,SAS,NBA,PF,55.0,55.0,34.0,7.4,15.1,0.49,0.3,1.3,0.247,7.1,13.7,0.514,0.501,6.3,7.1,0.885,0.7,3.6,4.3,7.3,0.9,0.3,1.9,2.1,21.4,DeMar DeRozan,27739975
247,2020-21,31.0,LAC,NBA,C,39,39,23.6,4.5,8.9,.507,1.0,2.8,.352,3.5,6.1,.577,.562,0.9,1.2,.822,1.7,4.9,6.7,1.7,0.2,1.2,1.1,1.9,10.9,Serge Ibaka,9258000
248,2020-21,34.0,TOR,NBA,PG,46.0,46.0,34.8,5.7,13.0,0.436,2.8,7.2,0.396,2.8,5.8,0.48700000000000004,0.546,3.0,3.5,0.875,0.8,4.6,5.4,7.3,1.0,0.3,2.7,3.1,17.2,Kyle Lowry,30000000
249,2020-21,28.0,LAL,NBA,SF,35.0,0.0,6.3,1.1,2.1,0.52,0.4,0.9,0.43799999999999994,0.7,1.2,0.581,0.613,0.3,0.5,0.529,0.5,0.8,1.3,0.2,0.1,0.0,0.1,0.6,2.9,Alfonzo McKinnie,1762796
250,2020-21,25.0,SAS,NBA,C,63.0,45.0,26.3,3.8,6.1,0.626,0.0,0.0,0,3.8,6.1,0.626,0.626,0.9,1.9,0.504,3.2,4.6,7.8,1.9,0.7,1.7,1.3,2.5,8.5,Jakob Poeltl,8101852
